type=image
path=/nfs/a1/userhome/xiehailun/workingdir/30_dataset
data=stimID,label
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/10.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/34.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/9.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/39.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/41.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/7.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/13.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/35.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/24.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/21.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/22.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/5.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/47.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/31.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/38.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/48.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/27.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/15.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/45.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/46.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/32.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/6.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/1.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/14.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/40.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/37.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/4.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/2.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/17.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/36.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/25.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/18.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/30.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/26.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/3.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/49.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/43.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/23.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/20.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/44.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/33.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/11.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/16.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/8.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/29.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/19.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/28.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/12.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/50.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/012/42.jpg,0
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/10.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/34.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/9.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/39.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/41.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/7.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/13.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/35.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/24.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/21.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/22.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/5.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/47.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/31.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/38.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/48.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/27.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/15.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/45.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/46.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/32.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/6.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/1.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/14.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/40.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/37.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/4.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/2.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/17.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/36.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/25.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/18.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/30.jpg,1
/nfs/a1/userhome/xiehailun/workingdir/30_dataset/face/rotation/008/26.jpg,1
